Date (GMT),Open,Last,emaTrend,trendBrDana,FutureReturn,FutureEmaTrend,FutureTrendBrDana
2020-05-14,10.37,10.454,-1,0,-0.28600000000000136,-1.0,0.0
2020-05-15,10.45006,10.478,-1,0,-0.11599999999999966,1.0,0.0
2020-05-18,10.417,10.522,1,0,-0.39199999999999946,-1.0,0.0
2020-05-19,10.22,10.22,-1,0,0.06999999999999851,1.0,0.0
2020-05-20,10.267999999999999,10.33,-1,0,0.08799999999999919,1.0,0.0
2020-05-21,10.374,10.395999999999999,-1,0,0.14800000000000146,1.0,0.0
2020-05-22,10.395999999999999,10.425999999999998,1,0,-0.08199999999999719,-1.0,0.0
2020-05-26,10.354000000000001,10.27,-1,0,0.20000000000000107,1.0,0.0
2020-05-27,10.294,10.254000000000001,-1,0,0.2939999999999987,1.0,1.0
2020-05-28,10.1537,10.24,-1,0,0.5299999999999994,1.0,0.0
2020-05-29,10.1,10.168,-1,0,0.9120000000000008,1.0,0.0
2020-06-01,10.26,10.362,1,0,0.6359999999999992,1.0,0.0
2020-06-02,10.22,10.13,-1,0,1.0099999999999998,1.0,0.0
2020-06-03,10.265,10.29,1,0,1.1959999999999997,1.0,0.0
2020-06-04,10.38,10.418,1,0,1.290000000000001,1.0,0.0
2020-06-05,10.564,10.544,1,0,1.1739999999999995,1.0,0.0
2020-06-08,10.29,10.344000000000001,-1,0,1.355999999999998,1.0,0.0
2020-06-09,10.4,10.47,1,0,0.8940000000000001,1.0,0.0
2020-06-10,10.59,10.548,1,1,0.7400000000000002,1.0,0.0
2020-06-11,10.9,10.77,1,0,0.41600000000000037,-1.0,0.0
2020-06-12,11.08,11.08,1,0,0.16000000000000014,-1.0,0.0
2020-06-15,11.004000000000001,10.998,1,0,0.2060000000000013,-1.0,0.0
2020-06-16,11.093,11.14,1,0,0.03999999999999915,-1.0,-1.0
2020-06-17,11.332,11.485999999999999,1,0,-0.2859999999999996,-1.0,-1.0
2020-06-18,11.675999999999998,11.708,1,0,-0.4339999999999993,1.0,-1.0
2020-06-19,11.767999999999999,11.718,1,0,0.03799999999999848,1.0,0.0
2020-06-22,11.776,11.7,1,0,0.23000000000000043,1.0,0.0
2020-06-23,11.54,11.364,1,0,0.3000000000000007,1.0,0.0
2020-06-24,11.46,11.288,1,0,0.2919999999999998,1.0,0.0
2020-06-25,11.22,11.186,-1,0,0.27200000000000024,-1.0,1.0
2020-06-26,11.36,11.24,-1,0,0.09999999999999964,-1.0,1.0
2020-06-29,11.276,11.204,-1,0,0.07399999999999807,-1.0,1.0
2020-06-30,11.052,11.18,-1,-1,0.18200000000000038,-1.0,1.0
2020-07-01,11.115,11.2,-1,-1,-0.009999999999999787,-1.0,0.0
2020-07-02,11.272,11.274000000000001,1,-1,-0.10600000000000165,-1.0,0.0
2020-07-06,11.612,11.755999999999998,1,0,-0.7019999999999982,-1.0,0.0
2020-07-07,11.9168,11.93,1,0,-0.8320000000000007,-1.0,0.0
2020-07-08,11.526,11.664000000000001,1,0,-0.6140000000000008,-1.0,0.0
2020-07-09,11.498,11.58,1,0,-0.5800000000000001,-1.0,0.0
2020-07-10,11.554,11.458,-1,1,-0.4060000000000006,-1.0,0.0
2020-07-13,11.32,11.34,-1,1,-0.019999999999999574,1.0,0.0
2020-07-14,11.22,11.277999999999999,-1,1,-0.06599999999999895,1.0,-1.0
2020-07-15,11.5,11.362,-1,1,0.009999999999999787,1.0,0.0
2020-07-16,11.192,11.19,-1,0,0.0840000000000014,1.0,0.0
2020-07-17,11.134,11.168,-1,0,-0.1659999999999986,-1.0,0.0
2020-07-20,11.097999999999999,11.054,-1,0,0.1379999999999999,1.0,0.0
2020-07-21,11.15,11.097999999999999,-1,0,0.31200000000000117,1.0,0.0
2020-07-22,11.058,11.05,-1,0,0.6979999999999986,1.0,0.0
2020-07-23,11.112,11.0,-1,0,1.2640000000000011,1.0,1.0
2020-07-24,11.06,11.052,-1,0,0.7739999999999991,1.0,1.0
2020-07-27,11.107999999999999,11.32,1,0,0.5299999999999994,1.0,0.0
2020-07-28,11.102,11.212,1,-1,0.47799999999999976,1.0,0.0
2020-07-29,11.212,11.372,1,0,0.6420000000000012,1.0,0.0
2020-07-30,11.248,11.274000000000001,1,0,0.7163999999999984,1.0,0.0
2020-07-31,11.08,11.002,-1,0,0.9900000000000002,1.0,0.0
2020-08-03,11.097999999999999,11.192,1,0,0.9920000000000009,1.0,0.0
2020-08-04,11.177999999999999,11.41,1,0,1.1999999999999993,1.0,0.0
2020-08-05,11.659,11.748,1,0,0.8920000000000012,1.0,0.0
2020-08-06,12.38,12.264000000000001,1,1,0.3559999999999981,1.0,0.0
2020-08-07,11.92,11.825999999999999,1,1,1.0360000000000014,1.0,0.0
2020-08-10,12.04,11.85,1,0,1.766,1.0,1.0
2020-08-11,11.86,11.69,1,0,1.5899999999999999,1.0,1.0
2020-08-12,11.892999999999999,12.014000000000001,1,0,1.7159999999999993,1.0,1.0
2020-08-13,11.808,11.9904,1,0,1.5175999999999998,1.0,1.0
2020-08-14,11.8,11.992,1,0,1.4559999999999995,1.0,1.0
2020-08-17,12.024000000000001,12.184000000000001,1,0,1.2899999999999991,1.0,1.0
2020-08-18,12.54,12.61,1,0,1.4900000000000002,1.0,1.0
2020-08-19,12.64,12.64,1,0,1.3770000000000007,1.0,1.0
2020-08-20,12.6,12.62,1,0,1.4000000000000004,1.0,1.0
2020-08-21,12.786,12.862,1,0,1.2739999999999991,1.0,0.0
2020-08-24,13.52,13.616,1,1,-0.26399999999999935,-1.0,0.0
2020-08-25,13.232000000000001,13.28,1,1,0.645999999999999,1.0,0.0
2020-08-26,13.46,13.73,1,1,0.047999999999998266,1.0,0.0
2020-08-27,13.56,13.508,1,1,0.4900000000000002,1.0,0.0
2020-08-28,13.42,13.448,1,1,0.6219999999999999,1.0,0.0
2020-08-31,13.4466,13.474,1,1,0.8019999999999996,1.0,0.0
2020-09-01,13.844000000000001,14.1,1,1,0.1880000000000006,1.0,0.0
2020-09-02,14.1,14.017000000000001,1,1,0.08699999999999974,1.0,1.0
2020-09-03,14.23,14.02,1,1,0.39200000000000124,1.0,1.0
2020-09-04,14.024000000000001,14.136,1,0,0.13400000000000034,1.0,0.0
2020-09-08,13.294,13.352,-1,0,0.9480000000000004,1.0,0.0
2020-09-09,13.725999999999999,13.925999999999998,1,0,0.27000000000000135,1.0,0.0
2020-09-10,13.932,13.777999999999999,1,0,0.26200000000000045,-1.0,0.0
2020-09-11,13.978,13.998,1,0,0.07000000000000028,-1.0,0.0
2020-09-14,14.035,14.07,1,0,0.049999999999998934,1.0,0.0
2020-09-15,14.187999999999999,14.276,1,0,0.0519999999999996,1.0,0.0
2020-09-16,14.23,14.288,1,0,-0.10800000000000054,1.0,0.0
2020-09-17,14.132,14.104000000000001,1,1,0.1559999999999988,1.0,0.0
2020-09-18,14.554,14.412,1,1,-0.5199999999999996,-1.0,0.0
2020-09-21,14.258,14.27,1,0,-0.7099999999999991,-1.0,0.0
2020-09-22,14.395999999999999,14.3,1,0,-0.7640000000000011,-1.0,0.0
2020-09-23,14.322000000000001,14.196,1,0,-0.484,-1.0,0.0
2020-09-24,14.0,14.04,-1,0,-0.2699999999999996,-1.0,0.0
2020-09-25,13.975999999999999,14.068,-1,0,-0.31200000000000117,-1.0,0.0
2020-09-28,14.155999999999999,14.12,1,0,-0.06999999999999851,1.0,0.0
2020-09-29,14.306,14.328,1,0,-0.243999999999998,1.0,0.0
2020-09-30,14.124,14.18,1,0,-0.12599999999999945,1.0,0.0
2020-10-01,14.231,14.26,1,0,-0.42799999999999905,-1.0,0.0
2020-10-02,13.886,13.892000000000001,-1,0,-0.12200000000000166,-1.0,0.0
2020-10-05,13.404000000000002,13.56,-1,0,0.18200000000000038,-1.0,0.0
2020-10-06,13.622,13.536,-1,0,0.0519999999999996,-1.0,0.0
2020-10-07,13.66,13.712,-1,0,-0.2919999999999998,-1.0,0.0
2020-10-08,13.755999999999998,13.77,-1,0,-0.3719999999999999,-1.0,0.0
2020-10-09,13.748,13.755999999999998,-1,0,-0.6359999999999992,-1.0,0.0
2020-10-12,14.154000000000002,14.05,1,0,-0.9580000000000002,-1.0,0.0
2020-10-13,14.175999999999998,14.084000000000001,1,0,-0.4140000000000015,1.0,0.0
2020-10-14,13.92,14.054,1,0,-0.44400000000000084,1.0,-1.0
2020-10-15,13.8,13.832,-1,0,0.07599999999999874,1.0,0.0
2020-10-16,13.765999999999998,13.77,-1,0,-0.2240000000000002,-1.0,-1.0
2020-10-19,13.774000000000001,13.742,-1,0,0.003999999999997783,1.0,0.0
2020-10-20,13.682,13.588,-1,0,0.41999999999999993,1.0,0.0
2020-10-21,13.422,13.42,-1,0,0.2759999999999998,1.0,0.0
2020-10-22,13.46,13.398,-1,0,1.1419999999999995,1.0,0.0
2020-10-23,13.134,13.12,-1,0,1.0120000000000005,1.0,0.0
2020-10-26,13.1,13.092,-1,0,0.16799999999999926,-1.0,0.0
2020-10-27,13.815999999999999,13.67,1,0,-0.7880000000000003,-1.0,0.0
2020-10-28,13.61,13.61,1,-1,-0.952,-1.0,0.0
2020-10-29,13.89,13.908,1,0,-1.0399999999999991,-1.0,0.0
2020-10-30,13.825999999999999,13.546,-1,-1,-0.4399999999999995,-1.0,0.0
2020-11-02,13.675999999999998,13.745999999999999,1,0,-0.9579999999999984,-1.0,0.0
2020-11-03,13.604000000000001,14.008,1,0,-1.177999999999999,-1.0,0.0
2020-11-04,13.808,13.696,1,0,-0.8059999999999992,-1.0,0.0
2020-11-05,14.350999999999999,14.54,1,0,-1.1759999999999984,1.0,0.0
2020-11-06,14.055,14.132,1,0,-0.8679999999999986,1.0,0.0
2020-11-09,13.5,13.26,-1,0,0.007999999999999119,1.0,0.0
2020-11-10,12.915,12.882,-1,0,0.2820000000000018,-1.0,0.0
2020-11-11,12.418,12.658,-1,0,0.6620000000000008,1.0,0.0
2020-11-12,12.844000000000001,12.868,-1,0,1.1319999999999997,1.0,0.0
2020-11-13,13.142000000000001,13.106,-1,0,1.0839999999999996,1.0,0.0
2020-11-16,12.796,12.788,-1,0,0.9799999999999986,1.0,0.0
2020-11-17,12.595999999999998,12.83,-1,0,0.8459999999999983,1.0,0.0
2020-11-18,12.88,12.89,-1,0,0.6759999999999984,-1.0,0.0
2020-11-19,13.23,13.364,1,0,0.31599999999999895,1.0,0.0
2020-11-20,13.378,13.264000000000001,1,0,0.5779999999999994,1.0,0.0
2020-11-23,13.4,13.267999999999999,1,0,0.8660000000000014,1.0,0.0
2020-11-24,13.255999999999998,13.164000000000001,-1,0,0.8569999999999975,1.0,0.0
2020-11-25,13.3,13.32,1,0,0.9100000000000001,1.0,0.0
2020-11-27,13.92,14.0,1,0,0.5579999999999998,1.0,0.0
2020-11-30,14.532,14.19,1,0,0.8600000000000012,1.0,0.0
2020-12-01,13.7217,13.767999999999999,1,0,1.0740000000000016,1.0,0.0
2020-12-02,13.755999999999998,13.675999999999998,1,0,1.658000000000003,1.0,0.0
2020-12-03,13.55,13.565999999999999,-1,0,2.8640000000000008,1.0,0.0
2020-12-04,13.67,13.68,1,0,2.4879999999999995,1.0,0.0
2020-12-07,14.048,13.842,1,0,1.943999999999999,1.0,0.0
2020-12-08,14.038,14.134,1,0,1.395999999999999,1.0,0.0
2020-12-09,14.357999999999999,14.020999999999999,1,0,1.607000000000001,1.0,0.0
2020-12-10,14.020999999999999,14.23,1,0,1.4859999999999989,1.0,0.0
2020-12-11,14.538,14.558,1,0,1.4920000000000009,1.0,0.0
2020-12-14,15.14,15.05,1,0,0.8819999999999997,1.0,0.0
2020-12-15,15.12,14.842,1,0,1.3020000000000014,1.0,0.0
2020-12-16,15.224,15.334000000000001,1,0,0.7699999999999978,1.0,0.0
2020-12-17,16.31,16.43,1,0,-0.6899999999999995,-1.0,0.0
2020-12-18,16.278,16.168,1,0,0.007999999999999119,1.0,0.0
2020-12-21,15.462,15.786,1,0,-0.04800000000000004,-1.0,0.0
2020-12-22,15.542,15.53,1,0,0.27200000000000024,-1.0,0.0
2020-12-23,15.5004,15.628,1,0,0.38200000000000145,1.0,0.0
2020-12-24,15.632,15.716,1,0,0.14199999999999946,1.0,0.0
2020-12-28,15.9,16.05,1,0,0.012000000000000455,1.0,0.0
2020-12-29,15.975999999999999,15.932,1,0,-0.09799999999999898,-1.0,0.0
2020-12-30,16.0,16.144000000000002,1,0,-0.3020000000000014,-1.0,0.0
2020-12-31,16.212,16.104,1,0,-0.3539999999999992,-1.0,0.0
2021-01-04,15.96,15.74,-1,0,0.15000000000000036,1.0,0.0
2021-01-05,15.908,16.176,1,0,-0.395999999999999,-1.0,0.0
2021-01-06,15.872,15.738,-1,0,-0.5,-1.0,-1.0
2021-01-07,15.805,15.802,-1,0,-0.30400000000000027,-1.0,0.0
2021-01-08,15.91,16.01,1,0,-0.8100000000000023,-1.0,0.0
2021-01-11,15.716,15.857999999999999,1,0,-0.7979999999999983,-1.0,-1.0
2021-01-12,16.098,16.062,1,0,-1.2060000000000013,-1.0,0.0
2021-01-13,15.992,15.834000000000001,-1,0,-0.8580000000000023,-1.0,0.0
2021-01-14,15.847999999999999,15.842,-1,0,-1.388,-1.0,0.0
2021-01-15,15.9,15.75,-1,0,-0.2699999999999996,1.0,0.0
2021-01-19,15.956,15.89,1,0,-0.798,-1.0,0.0
2021-01-20,15.794,15.78,-1,0,-0.9799999999999986,-1.0,0.0
2021-01-21,15.162,15.238,-1,-1,-0.6120000000000001,-1.0,0.0
2021-01-22,15.366,15.498,-1,0,-0.4559999999999995,1.0,0.0
2021-01-25,15.2471,15.2,-1,0,-0.09999999999999964,1.0,0.0
2021-01-26,15.036,15.06,-1,-1,-0.22799999999999976,-1.0,0.0
2021-01-27,15.1245,14.856,-1,0,0.5240000000000009,1.0,0.0
2021-01-28,14.8,14.975999999999999,-1,0,0.48600000000000065,1.0,0.0
2021-01-29,14.842,14.454,-1,0,1.468,1.0,0.0
2021-02-01,15.21,15.48,1,0,0.8399999999999999,1.0,0.0
2021-02-02,14.9412,15.092,-1,0,1.1579999999999995,1.0,0.0
2021-02-03,14.984000000000002,14.8,-1,0,1.3900000000000006,1.0,0.0
2021-02-04,14.68,14.626,-1,0,1.6480000000000015,1.0,0.0
2021-02-05,14.98,15.042,1,0,0.8580000000000005,1.0,0.0
2021-02-08,15.2,15.1,1,0,0.7840000000000007,1.0,0.0
2021-02-09,14.95,14.832,-1,0,0.9579999999999984,-1.0,0.0
2021-02-10,15.4,15.38,1,0,0.3819999999999997,-1.0,0.0
2021-02-11,15.422,15.462,1,0,-0.03799999999999848,-1.0,0.0
2021-02-12,15.77,15.922,1,0,-0.44400000000000084,-1.0,0.0
2021-02-16,16.282,16.32,1,0,-1.2400000000000002,-1.0,0.0
2021-02-17,16.296,16.25,1,0,-1.673,-1.0,0.0
2021-02-18,16.22,16.19,1,0,-2.1660000000000004,-1.0,0.0
2021-02-19,16.266,16.274,1,0,-1.9090000000000007,-1.0,0.0
2021-02-22,16.1105,15.9,1,0,-2.1820000000000004,-1.0,0.0
2021-02-23,15.72,15.884,1,0,-2.064,-1.0,0.0
2021-02-24,15.568,15.79,-1,0,-2.0919999999999987,-1.0,0.0
2021-02-25,15.952,15.762,-1,0,-1.8840000000000003,-1.0,0.0
2021-02-26,15.206,15.424000000000001,-1,0,-1.5840000000000014,-1.0,0.0
2021-03-01,15.374,15.478,-1,0,-1.2420000000000009,-1.0,-1.0
2021-03-02,15.1788,15.08,-1,0,-0.42799999999999905,1.0,0.0
2021-03-03,14.73998,14.577,-1,0,0.0470000000000006,1.0,0.0
2021-03-04,14.2346,14.024000000000001,-1,0,0.2779999999999987,-1.0,0.0
2021-03-05,14.5,14.365,-1,0,0.05099999999999838,1.0,0.0
2021-03-08,13.81,13.718,-1,0,0.8940000000000001,1.0,0.0
2021-03-09,13.72,13.82,-1,0,0.9199999999999999,1.0,0.0
2021-03-10,13.8,13.698,-1,0,0.7040000000000006,-1.0,0.0
2021-03-11,13.815999999999999,13.878,-1,0,0.34999999999999964,-1.0,0.0
2021-03-12,13.8516,13.84,-1,0,0.7840000000000007,1.0,0.0
2021-03-15,14.138,14.235999999999999,-1,-1,0.3240000000000016,1.0,-1.0
2021-03-16,14.67,14.652000000000001,1,0,-0.1720000000000006,1.0,-1.0
2021-03-17,14.402000000000001,14.624,1,0,-0.4640000000000004,-1.0,-1.0
2021-03-18,14.44,14.302,-1,0,0.062000000000001165,-1.0,0.0
2021-03-19,14.234000000000002,14.415999999999999,1,0,0.02000000000000135,1.0,0.0
2021-03-22,14.687999999999999,14.612,1,0,-0.03999999999999915,1.0,0.0
2021-03-23,14.857999999999999,14.74,1,0,-0.20000000000000107,1.0,0.0
2021-03-24,14.57,14.402000000000001,-1,0,0.4499999999999993,1.0,0.0
2021-03-25,14.315999999999999,14.228,-1,0,0.572000000000001,1.0,0.0
2021-03-26,14.67,14.624,1,0,0.20399999999999885,1.0,0.0
2021-03-29,14.6002,14.56,1,-1,0.6199999999999992,1.0,1.0
2021-03-30,14.3,14.48,1,-1,0.5359999999999978,1.0,1.0
2021-03-31,14.136,14.16,-1,-1,0.8279999999999994,1.0,0.0
2021-04-01,14.208,14.364,-1,0,0.6059999999999999,1.0,0.0
2021-04-05,14.466,14.436,1,0,0.16800000000000104,-1.0,1.0
2021-04-06,14.614,14.572000000000001,1,0,-0.09600000000000186,-1.0,0.0
2021-04-07,14.532,14.54,1,0,0.07200000000000095,-1.0,0.0
2021-04-08,14.724,14.852,1,0,-0.4140000000000015,-1.0,0.0
2021-04-09,14.702,14.8,1,0,-0.3100000000000005,-1.0,0.0
2021-04-12,14.502,14.828,1,0,-0.6059999999999981,-1.0,0.0
2021-04-13,15.0,15.18,1,1,-1.152000000000001,-1.0,0.0
2021-04-14,15.058,15.015999999999998,1,1,-0.7379999999999995,-1.0,0.0
2021-04-15,14.884,14.988,1,0,-0.7659999999999982,-1.0,0.0
2021-04-16,14.95,14.97,1,0,-0.5920000000000005,-1.0,0.0
2021-04-19,14.652000000000001,14.604000000000001,-1,1,-0.10800000000000232,1.0,0.0
2021-04-20,14.698,14.475999999999999,-1,0,-0.26599999999999824,-1.0,0.0
2021-04-21,14.45,14.612,-1,0,-0.15199999999999925,1.0,0.0
2021-04-22,14.46,14.437999999999999,-1,0,-0.43599999999999817,-1.0,0.0
2021-04-23,14.68,14.49,-1,0,-0.6920000000000002,-1.0,0.0
2021-04-26,14.124,14.222000000000001,-1,0,-0.09200000000000053,-1.0,0.0
2021-04-27,14.002,14.027999999999999,-1,0,0.2820000000000018,1.0,0.0
2021-04-28,14.175999999999998,14.277999999999999,-1,0,-0.373999999999997,-1.0,0.0
2021-04-29,14.632,14.222000000000001,-1,0,-0.5020000000000007,-1.0,0.0
2021-04-30,14.15,14.378,-1,0,-0.27200000000000024,1.0,0.0
2021-05-03,14.464,14.495999999999999,1,0,-0.23199999999999754,1.0,0.0
2021-05-04,14.4,14.21,-1,0,-0.13000000000000078,-1.0,0.0
2021-05-05,14.3,14.46,1,0,-0.10000000000000142,1.0,0.0
2021-05-06,13.616,14.002,-1,0,0.38399999999999856,1.0,0.0
2021-05-07,13.8758,13.798,-1,0,0.8760000000000012,1.0,0.0
2021-05-10,14.202,14.13,-1,0,0.8899999999999988,1.0,0.0
2021-05-11,14.24,14.31,1,0,0.9799999999999986,1.0,0.0
2021-05-12,14.107999999999999,13.904000000000002,-1,0,1.5699999999999985,1.0,0.0
2021-05-13,13.86,13.72,-1,0,1.605999999999998,1.0,0.0
2021-05-14,14.0,14.106,1,0,1.3580000000000005,1.0,0.0
2021-05-17,14.204,14.264000000000001,1,0,0.9379999999999988,1.0,0.0
2021-05-18,14.175,14.08,-1,0,1.17,1.0,0.0
2021-05-19,14.136,14.36,1,0,0.9000000000000004,1.0,0.0
2021-05-20,14.255999999999998,14.386,1,0,1.1720000000000006,1.0,0.0
2021-05-21,14.77,14.674000000000001,1,0,1.0519999999999978,1.0,0.0
2021-05-24,14.918,15.02,1,0,0.5800000000000001,1.0,0.0
2021-05-25,15.3,15.29,1,0,0.05000000000000071,1.0,0.0
2021-05-26,15.59,15.474,1,0,-0.06600000000000072,1.0,1.0
2021-05-27,15.29,15.325999999999999,1,0,0.0840000000000014,1.0,0.0
2021-05-28,15.384,15.464,1,0,-0.6080000000000005,-1.0,0.0
2021-06-01,15.18,15.202,1,0,-0.5560000000000009,-1.0,0.0
2021-06-02,15.302,15.25,1,0,-0.968,-1.0,0.0
2021-06-03,15.255999999999998,15.26,1,0,-0.5499999999999989,-1.0,0.0
2021-06-04,15.464,15.558,1,0,-0.8399999999999999,-1.0,0.0
2021-06-07,15.6,15.725999999999999,1,0,-0.8759999999999994,-1.0,0.0
2021-06-08,15.777999999999999,15.6,1,0,-0.8599999999999994,-1.0,0.0
2021-06-09,15.292,15.34,1,0,-0.9379999999999988,-1.0,0.0
2021-06-10,15.25,15.408,1,1,-0.847999999999999,-1.0,0.0
2021-06-11,15.35,15.41,1,0,-0.934000000000001,-1.0,0.0
2021-06-14,14.942,14.856,-1,0,-0.14000000000000057,1.0,0.0
2021-06-15,14.755999999999998,14.645999999999999,-1,0,-0.0259999999999998,-1.0,1.0
2021-06-16,14.45,14.282,-1,0,0.22399999999999842,-1.0,0.0
2021-06-17,14.5572,14.71,-1,0,-0.22799999999999976,-1.0,0.0
2021-06-18,14.835999999999999,14.718,-1,0,-0.0259999999999998,1.0,0.0
2021-06-21,14.68,14.85,-1,0,0.20800000000000018,1.0,1.0
2021-06-22,14.602,14.74,-1,0,0.22199999999999953,1.0,1.0
2021-06-23,14.4,14.402000000000001,-1,0,-0.15200000000000102,-1.0,0.0
2021-06-24,14.412,14.56,-1,0,-0.02200000000000024,-1.0,0.0
2021-06-25,14.452,14.475999999999999,-1,0,-0.05599999999999916,-1.0,0.0
2021-06-28,14.557,14.716,1,0,-0.4339999999999993,-1.0,0.0
2021-06-29,14.515,14.62,-1,1,-0.19599999999999795,-1.0,0.0
2021-06-30,14.495999999999999,14.505999999999998,-1,0,-0.275999999999998,-1.0,0.0
2021-07-01,14.452,14.482000000000001,-1,0,-0.37200000000000166,-1.0,0.0
2021-07-02,14.692,14.692,1,0,-0.8919999999999995,-1.0,0.0
2021-07-06,15.045,15.058,1,1,-1.347999999999999,-1.0,0.0
2021-07-07,15.033,14.962,1,1,-1.2219999999999995,-1.0,0.0
2021-07-08,14.520999999999999,14.25,-1,0,-0.572000000000001,-1.0,0.0
2021-07-09,14.292,14.538,-1,0,-0.8120000000000012,-1.0,0.0
2021-07-12,14.345999999999998,14.42,-1,0,-0.822000000000001,-1.0,0.0
2021-07-13,14.3,14.282,-1,0,-0.7040000000000006,-1.0,0.0
2021-07-14,14.538,14.424000000000001,-1,0,-0.854000000000001,-1.0,0.0
2021-07-15,14.424000000000001,14.23,-1,0,-0.9179999999999993,-1.0,0.0
2021-07-16,14.1,14.11,-1,0,-1.2599999999999998,-1.0,0.0
2021-07-19,13.872,13.8,-1,0,-0.7820000000000018,-1.0,0.0
2021-07-20,13.748,13.71,-1,0,-0.7420000000000009,-1.0,0.0
2021-07-21,13.638,13.74,-1,0,-0.9779999999999998,-1.0,0.0
2021-07-22,13.84,13.677999999999999,-1,0,-1.1439999999999984,-1.0,0.0
2021-07-23,13.685,13.725999999999999,-1,0,-1.9019999999999975,-1.0,-1.0
2021-07-26,13.6,13.597999999999999,-1,0,-1.7720000000000002,-1.0,-1.0
2021-07-27,13.64,13.578,-1,0,-2.208079999999999,-1.0,-1.0
2021-07-28,13.45,13.57,-1,0,-1.732000000000001,-1.0,-1.0
2021-07-29,13.4495,13.312000000000001,-1,0,-1.5120000000000005,-1.0,-1.0
2021-07-30,12.9,12.85,-1,0,-0.9640000000000004,-1.0,0.0
2021-08-02,13.024000000000001,13.017999999999999,-1,0,-1.1479999999999997,-1.0,0.0
2021-08-03,12.892000000000001,12.968,-1,0,-1.1339999999999986,-1.0,0.0
2021-08-04,12.854000000000001,12.762,-1,0,-0.9557600000000015,-1.0,0.0
2021-08-05,12.72,12.534,-1,0,-0.7240000000000002,-1.0,0.0
2021-08-06,11.942,11.824000000000002,-1,-1,0.2519999999999971,1.0,0.0
2021-08-09,11.908,11.825999999999999,-1,-1,0.24400000000000155,1.0,0.0
2021-08-10,11.5,11.36992,-1,-1,0.7340800000000005,1.0,1.0
2021-08-11,11.82,11.838,-1,-1,0.2060000000000013,1.0,0.0
2021-08-12,11.78,11.8,-1,-1,0.05599999999999916,-1.0,0.0
2021-08-13,11.82,11.886,-1,0,-0.09600000000000009,-1.0,0.0
2021-08-16,11.844000000000001,11.87,-1,0,0.040000000000000924,-1.0,0.0
2021-08-17,11.904000000000002,11.834000000000001,-1,0,0.18199999999999683,1.0,0.0
2021-08-18,12.03,11.806239999999999,-1,0,0.41576000000000235,1.0,0.0
2021-08-19,11.565999999999999,11.81,-1,0,0.5779999999999994,1.0,0.0
2021-08-20,12.02,12.075999999999999,1,0,0.30400000000000205,1.0,0.0
2021-08-23,12.004000000000001,12.07,1,0,0.5299999999999994,1.0,0.0
2021-08-24,12.18,12.104000000000001,1,1,0.20599999999999952,1.0,0.0
2021-08-25,12.078,12.044,1,0,0.266,1.0,0.0
2021-08-26,11.93,11.856,-1,0,0.5780000000000012,1.0,0.0
2021-08-27,11.918,11.79,-1,0,0.7400000000000002,1.0,0.0
2021-08-30,11.802,11.91,-1,0,0.3420000000000005,-1.0,0.0
2021-08-31,11.952,12.015999999999998,1,0,0.2220000000000013,-1.0,0.0
